,Children,Age,Tenure,MonthlyCharge,Bandwidth_GB_Year,DummyChurn
46,2,23,22.25746016,184.964681,2384.885909,1
47,3,43,9.427146079,195.006206,1213.940165,1
48,1,86,7.760290062,104.962874,740.010722,0
49,2,84,11.56938439,92.488023,897.9716153,0
50,2,62,3.343811019,184.979684,1026.387172,1
51,5,68,7.338869531,187.656013,1234.244324,1
52,1,59,5.486534225,149.962093,727.3731845,0
53,0,31,1.55278221,169.944668,452.8721504,1
54,0,51,12.07970325,160.00128,1296.674543,1
55,1,58,13.98666226,129.962093,1840.628269,0
56,1,73,9.563362997,114.950905,1324.330108,1
57,1,33,6.732948946,142.515576,958.1397059,0
58,1,58,15.72071086,220.14775,1868.864027,1
59,0,49,7.233605493,124.97808,676.712908,0
60,1,26,2.871017037,164.964681,1086.990308,0
61,1,25,2.344875382,194.976769,704.7540406,0
62,0,42,7.960490246,152.455519,1416.444695,1
63,1,81,12.25062113,92.5018,1095.950634,0
64,1,43,9.634946079,127.488728,1083.610268,0
65,2,63,7.916533093,184.963371,1570.641337,0
66,3,70,4.471254161,265.146969,1007.425553,1
67,1,78,10.79028074,207.609354,1323.028419,1
68,0,48,12.24190682,152.462354,1808.730555,0
69,1,63,2.203859443,200.132293,1120.241472,1
70,4,60,23.92132231,212.655686,2676.789803,1
71,0,87,3.7311787,255.119794,1268.086909,1
72,3,54,7.980015371,134.950905,822.6771666,0
73,3,35,9.190009376,255.137219,1577.915603,1
74,1,70,2.378630018,214.966286,648.7471776,1
75,2,67,5.43464555,270.160419,1648.102673,1
76,4,46,1.092361222,200.165175,768.0874545,1
77,1,50,20.13981517,149.937833,2426.030626,0
78,1,24,24.64873861,240.114868,2660.503932,1
79,0,20,9.677739656,127.495766,1129.549713,0
80,1,29,9.82814183,187.609354,1771.286466,1
81,0,31,7.832238337,169.992756,943.3391244,0
82,5,72,19.45250317,192.456745,1907.226083,0
83,4,71,14.34766616,120.004928,1885.939118,0
84,2,32,2.257358355,195.006206,631.7435653,0
85,0,33,2.358129018,139.95684,562.6095219,0
86,3,67,4.650578623,114.983787,593.8572264,0
87,0,66,3.721772616,207.638588,777.3060718,1
88,4,21,3.76663012,187.609354,1393.202392,1
89,0,61,4.151256695,134.950905,393.6524652,0
90,0,75,2.188918771,192.470522,409.7486664,1
91,0,63,13.85488928,222.628057,2138.107161,1
92,0,68,3.273341151,162.468917,443.984031,0
93,2,32,19.75096265,159.979358,2481.385603,1
94,0,76,18.38404445,184.979684,2233.567181,0
95,0,29,4.672610857,245.145743,1158.91369,1
96,0,83,6.796299371,124.97808,529.40733,0
97,10,23,12.97632235,187.484705,1956.7337,1
98,5,80,20.31163945,162.500692,2056.386979,0
99,0,20,6.998814446,182.467607,1067.373076,0
100,0,69,14.46288204,222.660939,1806.135733,1
101,1,32,11.13472066,182.467607,1397.701335,0
102,0,53,2.542296644,220.161527,808.4305471,1
103,2,25,17.22596021,169.937833,1886.531937,0
104,0,69,22.79214163,204.963371,2294.781131,1
105,3,71,3.823689744,204.963371,826.3438621,1
106,3,53,10.77094687,245.128318,2072.564168,1
107,2,56,13.08671185,172.473314,1436.793746,1
108,0,42,14.76468813,172.456745,1963.332683,1
109,3,33,9.473091121,194.976769,1324.164906,1
110,1,47,5.197446331,137.439154,704.9375603,0
111,1,48,6.577552683,192.470522,888.6517305,1
112,0,63,3.174571918,159.951231,377.0810282,1
113,1,40,17.88002366,112.455141,1606.489936,0
114,0,67,13.12190056,174.961766,1431.409396,1
115,0,56,23.34617699,162.452604,2253.85247,0
116,6,24,6.311709178,137.483594,1353.29384,0
117,2,79,12.58298231,275.133571,1701.457566,0
118,3,61,7.120096363,127.442069,1290.737183,1
119,0,38,9.344886869,210.138,1403.270091,1
120,4,28,22.37815032,147.456419,2603.903672,0
121,3,44,4.799514433,242.657291,1256.287854,1
122,1,65,10.04672315,114.983787,980.9935923,0
123,3,35,8.156552837,187.656013,1347.869205,0
124,2,31,7.992791229,149.991327,1127.267848,0
125,2,34,7.231032028,124.960655,1269.836202,0
126,2,68,4.627672042,220.161527,1038.745378,1
127,0,62,10.05306287,172.48852,1531.155367,0
128,0,52,4.171044392,120.004928,991.2441024,0
129,5,32,4.568682641,220.161527,1244.296865,1
130,0,47,6.085030507,139.965008,1162.332926,1
131,8,66,2.730250735,159.951231,577.1157824,0
132,1,70,8.574901206,184.949594,1442.974877,1
133,3,41,9.743201772,252.637807,1577.208717,1
134,2,59,9.482919033,112.455141,886.9398744,0
135,1,46,8.447988841,179.979358,1065.06443,0
136,3,70,6.365998533,202.443347,951.886985,0
137,1,89,7.251397592,197.472533,1404.435534,0
138,4,75,14.64011644,255.155493,1925.911722,1
139,0,26,11.71637124,174.976769,1805.011298,1
140,4,25,4.13273503,169.992756,700.7343179,0
141,1,84,2.887429547,192.440432,513.237305,1
142,3,69,3.303030246,182.460772,717.3876564,0
143,3,31,5.15825129,139.965008,1313.492851,0
144,10,76,3.237560234,137.461553,819.4195269,1
145,8,75,2.733109234,217.472533,882.1160656,1
146,1,74,3.180102025,210.138,724.7803356,1
147,1,49,15.85983755,104.964303,1829.270014,0
148,1,47,11.73724209,262.610632,1668.199119,1
149,4,20,7.006240694,152.488401,1124.353152,1
150,2,26,5.562130367,174.974431,1316.239744,1
151,2,72,14.53027663,220.118516,1637.201426,0
152,1,41,5.905906389,162.452604,951.8524406,0
153,3,26,3.260462654,184.961033,1248.097652,1
154,4,55,18.91276578,217.483972,2220.255405,0
155,1,46,14.25617986,220.118516,1669.202417,0
156,0,87,7.983887266,187.642236,990.0555076,1
157,1,39,5.969967132,174.961766,967.9819136,0
158,0,81,19.95277818,252.637807,2190.259876,1
159,0,83,14.85781115,130.024412,1445.752781,0
160,0,50,2.600063739,162.482694,528.6553088,1
161,3,87,11.92299244,182.467607,1296.481055,1
162,3,76,5.972864167,139.934918,1195.393037,0
163,6,25,10.87555535,200.165175,1700.121992,1
164,3,34,16.00330155,202.682861,2120.673828,1
165,1,46,12.63074989,159.951231,1238.421347,0
166,1,73,8.4944392,149.948316,847.110799,0
167,8,57,8.044444101,149.959755,1112.937102,1
168,3,58,12.07358377,137.469817,1623.045026,0
169,4,70,10.21634248,187.656013,1479.730181,1
170,0,53,15.50354683,164.985293,2144.735024,1
171,0,31,13.88004531,159.965008,1522.289512,1
172,0,38,19.48900163,172.462354,1974.780054,0
173,0,26,10.01771765,204.949594,1261.177198,1
174,2,44,7.34059599,147.473844,939.7181324,0
175,3,66,12.64742067,162.471255,1357.062854,1
176,1,58,8.850426839,119.95684,1456.887443,0
177,6,51,3.701557118,207.609354,937.5863866,1
178,4,34,2.976033785,194.999168,830.1193011,0
179,0,87,5.522376826,174.975543,737.8564608,0
180,1,67,15.64596698,240.114868,1781.854862,1
181,4,59,23.00764441,240.114868,2464.577489,1
182,7,23,17.24924155,139.983006,2392.203409,0
183,0,42,13.01107597,240.114868,1664.19271,1
184,1,24,5.104082209,209.993134,1433.616898,1
185,2,81,3.521499924,147.456419,823.4933243,0
186,8,78,8.08137067,107.495766,1468.357421,0
187,1,51,1.875430489,152.502178,590.7765801,1
188,1,70,5.587484456,79.978861,418.6206885,0
189,0,87,7.007695148,142.482694,1181.991846,0
190,0,46,1.408375942,117.439154,733.4036934,0
191,8,56,11.64983735,220.132293,1719.173387,1
192,4,44,2.964559883,152.455519,1205.956363,1
193,0,33,10.25635754,174.961766,1261.032763,0
194,0,19,3.892407013,202.443347,741.7766988,1
195,1,31,3.226996711,210.12704,932.6084359,1
196,1,34,15.87685513,139.979239,1708.614019,0
197,4,43,5.874064017,139.965008,1363.58603,0
198,1,82,3.756359276,137.439154,472.1057019,0
199,6,36,2.905283283,102.474625,558.2340556,0
200,1,48,1.474810061,252.637807,815.194738,1
201,0,52,18.56165869,194.999168,2007.303617,1
202,1,35,12.39088509,242.610632,2088.48083,1
203,3,83,14.17192333,127.458638,1430.761492,0
204,0,20,3.86023041,129.976324,822.3008694,0
205,0,25,17.72593456,240.114868,2059.200998,1
206,0,88,3.043063167,174.975543,617.542543,0
207,1,54,5.827112819,169.944668,758.4775985,0
208,1,46,4.648958177,162.511928,894.6733856,1
209,2,75,11.96274778,119.95684,1639.898269,0
210,5,66,4.525864256,137.439154,710.7541633,0
211,0,51,8.038308899,207.46728,1092.226042,0
212,3,81,1.416592892,149.974105,757.0097075,0
213,0,75,19.83504645,225.178625,2301.850721,0
214,3,54,15.85002222,232.637807,2401.406545,1
215,2,73,15.94935291,117.472036,1535.788894,0
216,0,53,11.94550648,137.469817,1536.589816,0
217,8,33,16.03360405,220.132293,2153.778421,0
218,5,41,21.29342532,124.960655,2409.195918,0
219,1,59,4.95598008,199.990219,1342.862457,0
220,3,23,2.73951266,159.947583,1046.054674,1
221,1,32,4.973046104,245.145743,1204.479468,1
222,3,51,10.28430068,255.155493,1616.908193,1
223,1,46,2.581692044,134.950905,345.0099528,0
224,3,37,6.945736396,159.947583,1427.088655,1
225,0,53,9.999416271,139.987503,1452.334634,0
226,1,62,6.035737465,179.947583,795.4957358,1
227,1,57,9.004964377,127.473844,1333.894229,0
228,2,80,5.071456681,232.637807,1402.20491,1
229,1,43,12.02106494,195.006206,1447.196935,1
230,1,35,5.049303717,267.642733,1662.510936,1
231,1,63,18.17247008,149.959755,1707.641161,0
232,1,63,15.31997698,220.114868,2181.752793,1
233,1,27,16.0708543,157.483594,1575.683555,0
234,4,19,7.873371451,127.474951,1029.489242,0
235,1,40,23.62866494,139.981577,2370.184448,0
236,0,42,25.8634566,255.133571,3309.919373,1
237,0,40,9.405224809,194.966286,1623.273925,1
238,0,72,12.84490034,179.965581,1146.199921,0
239,3,61,16.59325254,174.976769,2229.268031,1
240,0,71,20.35456039,187.609354,2512.36494,0
241,4,68,12.00925702,169.937833,1297.388488,0
242,1,88,2.861423443,115.002061,283.39178,0
243,1,64,14.20349453,152.462354,1947.7853,1
244,1,63,4.98152586,207.609354,849.1972541,1
245,0,53,23.12150846,147.503078,2131.359827,0
246,0,41,6.307178205,200.118516,1464.035068,0
247,2,63,12.73622643,137.497825,1381.538548,0
248,4,56,12.00466914,134.980139,1248.626874,0
249,2,27,2.243757398,147.442069,558.3751762,0
250,2,47,1.583394702,197.494455,676.2178659,0
251,4,42,14.23487852,162.529926,1641.938696,0
252,0,72,15.28108311,210.151777,1811.964373,1
253,3,58,4.135827839,159.965581,1066.632555,1
254,0,33,9.740709475,190.173699,1514.131966,1
255,6,87,1.213704886,202.649979,1189.549671,1
256,0,34,11.86252419,134.950905,1114.020282,0
257,7,76,2.416685985,142.500692,1078.291303,0
258,3,38,6.73327535,114.997564,854.2977548,0
259,0,47,6.549035393,232.62403,1489.077486,1
260,7,84,10.57197066,242.628057,1649.312808,1
261,4,19,3.379756569,202.443347,905.1959227,1
262,0,87,8.959047529,124.993537,684.6318529,0
263,3,75,10.23679934,174.976769,1662.533055,0
264,0,37,14.96503088,225.145743,2436.57146,1
265,1,52,23.79323993,275.133571,2677.74041,1
266,0,24,11.45675389,287.642733,1779.309609,1
267,4,83,11.04076215,177.65076,1494.716409,1
268,3,19,7.425503428,220.114868,1740.72604,1
269,1,78,2.411712843,197.516854,704.7552669,1
270,4,61,2.009542213,194.974431,558.4710883,0
271,0,38,9.068119482,175.133074,1282.279049,1
272,0,79,1.926789854,147.478341,287.8189836,1
273,0,49,11.77389421,134.980139,1129.529441,0
274,0,41,2.585228303,157.483594,394.0148722,0
275,0,75,9.517703088,255.141716,1302.230824,0
276,1,60,9.532523799,137.439154,970.4682919,0
277,1,70,23.103996,235.159141,2522.88913,0
278,0,23,5.104873611,147.460067,682.9871863,1
279,2,84,6.877942744,232.637807,1537.109931,1
280,1,63,21.17839683,137.439154,1961.923965,1
281,2,88,1.586331702,129.948316,676.1747964,0
282,0,44,3.778174405,242.632554,929.2607767,1
283,1,49,11.58276897,187.609354,1849.484087,1
284,8,32,11.62258922,232.652038,1998.680227,1
285,1,69,20.78013031,159.980465,1898.877878,0
286,2,60,3.940297464,159.947583,992.3501481,1
287,0,57,11.38099891,137.487242,994.6354785,0
288,8,62,1.473304337,245.131966,954.0290712,1
289,0,26,12.75609778,117.439154,1775.838153,0
290,0,85,6.253919786,209.993134,1297.050577,1
291,2,82,18.9537053,169.974105,1746.405243,0
292,2,40,9.640061615,197.470195,1698.465833,0
293,0,50,5.201330266,137.516476,665.4740915,1
294,1,71,12.42120946,207.475448,1886.153328,1
295,2,48,8.134438503,160.00128,958.6989908,0
296,0,24,14.86764776,147.478341,1446.203986,0
297,3,79,5.548652108,127.488728,774.6125757,0
298,4,82,18.35541838,139.981577,1939.811149,0
299,2,68,7.62779591,220.132293,1165.564309,1
300,5,77,4.439685675,214.952509,750.8768234,0
301,1,19,11.16903388,139.99789,1292.3206,0
302,1,80,14.14101821,270.160419,2335.130986,1
303,4,31,3.212400569,202.443347,769.8534863,1
304,2,62,16.84928353,172.47417,1729.837284,0
305,4,80,3.834727471,137.468388,649.3891796,1
306,1,36,6.198230305,104.962874,823.0046464,0
307,0,72,4.216732972,174.969934,1107.882056,0
308,0,50,4.355064781,139.99789,683.8622599,0
309,3,31,4.030250374,144.988941,1301.49424,0
310,0,22,9.915959247,114.997564,1079.012505,0
311,0,50,9.821728297,172.484753,1283.463995,1
312,0,28,9.183905417,124.97808,987.653655,0
313,0,63,8.892893007,174.991856,1088.263081,0
314,1,73,7.661226872,92.488023,583.0259559,0
315,3,72,12.4767812,139.965008,1778.733282,0
316,7,23,2.462148717,192.470522,900.4043765,1
317,1,49,14.09942339,220.118516,1693.576099,1
318,1,82,7.272649386,232.622804,1143.826239,1
319,1,72,3.999030359,210.156274,886.340074,0
320,1,45,3.115945151,114.972827,373.2772664,0
321,1,73,13.67931764,149.977753,1245.328696,0
322,1,78,14.6728104,184.985293,1564.936841,1
323,4,71,5.953547112,132.479779,1354.401018,0
324,4,67,11.74635394,190.12704,1971.429689,1
325,1,43,5.954024226,92.488023,623.7865683,0
326,5,27,22.8577804,220.114868,3040.553763,1
327,2,39,1.407866545,107.495766,864.7036995,1
328,0,52,21.08265979,169.967067,2042.113893,0
329,9,19,11.10356439,222.679213,1973.661316,1
330,0,48,9.734064703,200.132293,1755.645123,1
331,0,22,12.21754865,262.610632,1758.735654,1
332,1,69,2.423722078,152.495236,557.0118807,1
333,1,31,13.66061487,202.636202,2205.334092,0
334,9,79,8.701581043,127.478341,1451.201108,0
335,0,65,4.844060027,159.983006,609.0598401,0
336,4,49,6.485034974,124.960655,1221.100604,1
337,6,69,1.14113241,252.62403,745.0493094,1
338,3,74,7.69213424,104.97808,1220.452161,0
339,3,27,13.73012915,204.961033,1771.472597,1
340,4,79,5.690013293,245.145743,1201.484293,1
341,1,41,6.68894661,95.019486,764.3017535,0
342,0,51,9.475983046,169.937833,1022.415622,0
343,0,57,4.893221514,207.475448,1284.442486,1
344,1,66,2.656915117,114.983787,289.9240291,0
345,4,85,8.381515693,232.637807,1718.600163,1
346,9,54,14.53315436,225.131966,2494.633068,0
347,8,79,13.62832619,212.641455,2270.749222,1
348,3,56,1.281566108,152.495236,567.6177123,1
349,1,80,3.365552603,134.950905,380.0501404,1
350,0,37,5.397827503,200.132293,1436.408211,1
351,7,24,9.001231999,197.470195,1852.503069,0
352,3,48,10.9750814,192.456745,1312.008382,0
353,0,68,7.825845378,162.471255,863.0820861,1
354,3,74,14.12966281,222.660939,1854.793303,1
355,1,37,14.66914461,114.950905,1778.431765,0
356,0,54,5.388165017,182.446995,764.2419259,1
357,1,84,2.810825808,95.005709,307.018806,0
358,10,68,2.485229169,172.456745,1179.782483,1
359,10,39,2.051069457,177.65076,1040.034575,0
360,4,85,6.10108047,207.638588,1080.159892,0
361,1,86,4.950398978,220.118516,775.5613336,1
362,1,70,10.16660427,137.468388,1061.587971,0
363,1,33,12.29558653,159.965008,1334.403775,1
364,1,58,24.8868126,182.465269,2346.143947,0
365,2,58,9.660361769,129.977753,1491.768656,0
366,4,42,7.663625954,112.484375,927.1279646,1
367,2,89,5.25445262,127.488728,686.9354616,0
368,2,63,13.59137366,162.471255,1460.513443,0
369,0,18,12.3492819,154.961766,1942.250203,1
370,4,82,18.37317391,194.976769,1923.549943,0
371,8,61,8.498042024,192.48852,1239.802036,0
372,7,36,22.33583015,162.452604,2499.186161,0
373,1,87,1.541545443,107.48056,302.3848209,0
374,0,48,12.78453216,142.482694,1865.48625,1
375,8,56,2.527681829,165.018175,908.7910203,1
376,0,57,7.065506244,125.007314,790.9469893,0
377,3,89,4.258552081,139.987503,956.2636975,1
378,6,30,4.801969514,112.455141,639.3261343,0
379,4,54,5.204853319,212.622804,1572.045646,1
380,5,55,32.0730133,182.460772,3099.922244,0
381,1,46,11.16847385,159.947583,1599.727567,1
382,0,18,16.8000196,245.145743,2188.672399,0
383,0,58,17.6210362,149.977753,1586.699491,0
384,1,60,17.18829795,184.967019,1828.279015,1
385,2,62,17.52138221,92.455141,1866.966586,0
386,4,30,10.4103675,149.944668,1718.555203,0
387,4,75,3.310281145,167.456419,556.2193844,1
388,7,23,2.993625911,197.516854,1035.183038,1
389,1,84,16.26037537,152.488401,1580.43019,1
390,3,61,3.045064701,162.482694,703.6927423,1
391,0,75,15.35762157,262.610632,1842.258692,1
392,3,72,5.940902789,190.173699,1167.271182,1
393,0,66,5.988505209,187.513939,1007.289786,1
394,2,81,7.138784756,212.641455,1500.69101,1
395,4,34,8.951793883,104.964303,1404.773397,0
396,1,82,4.221959275,232.637807,1342.310858,1
397,1,73,9.797427154,142.499263,1250.94478,0
398,0,28,10.90397471,277.63748,1710.958869,1
399,1,48,1.665591776,112.455141,169.3992798,0
400,2,53,8.611218573,220.118516,1261.554565,1
401,4,52,1.28507969,139.951231,794.9581116,1
402,3,20,1.379696124,184.978458,713.364269,0
403,0,19,3.084376591,210.138,952.5914921,1
404,0,70,2.43754565,142.468917,778.6094503,0
405,4,48,3.288124191,160.00128,627.0001275,0
406,2,28,32.30772134,127.481989,2938.319116,0
407,2,52,13.46565415,162.452604,1566.001524,0
408,1,77,19.244458,172.457857,1889.642423,0
409,3,71,8.69085131,255.155493,1420.771651,0
410,4,22,3.778575882,184.979684,1254.725693,1
411,1,88,10.27819073,175.006206,1570.345219,1
412,0,25,4.156887945,112.455141,500.4406927,0
413,2,21,11.32083915,194.958118,1563.848623,0
414,1,39,5.254442453,172.44408,787.0962355,0
415,1,29,5.2551003,200.165175,1119.610001,0
416,1,22,6.417132666,127.460067,1155.782468,0
417,10,44,18.61278731,147.478341,1995.346628,0
418,4,74,4.924623699,207.49737,922.1362066,0
419,2,84,6.325942162,169.937833,717.6823944,0
420,1,65,17.22220989,152.457857,2223.835601,0
421,2,29,3.238699239,162.460772,1143.685617,0
422,2,51,6.437878909,200.132293,1537.296207,1
423,0,40,15.22323989,182.460772,1614.544362,1
424,2,49,7.484425045,124.97808,758.8338668,0
425,7,61,7.218752772,230.105118,1317.766231,1
426,3,61,11.69875604,147.473844,1189.578203,0
427,1,85,10.03363969,142.482694,1467.273158,0
428,8,25,18.46162568,152.479779,2192.693797,0
429,4,48,16.52138638,105.010962,1568.47416,0
430,4,86,13.83290937,114.965789,1376.095043,0
431,0,53,5.02568958,184.978458,811.5600648,1
432,2,88,2.644787483,134.950905,243.2617759,0
433,1,40,2.522962069,182.490006,676.6465414,1
434,1,23,3.508974199,192.470522,801.4709595,1
435,3,63,11.50651216,149.962093,1316.145864,1
436,2,28,10.96319721,95.019486,1270.217581,0
437,1,26,5.505247606,245.174977,1339.709597,1
438,2,22,14.16961729,169.944668,1624.799349,0
439,2,43,10.27782059,207.49737,1400.834009,0
440,6,70,3.364993591,245.145743,1149.108155,1
441,2,48,9.307770559,127.478341,1387.016004,0
442,1,29,1.171557288,182.467607,544.12326,1
443,4,61,7.262579715,267.642733,1803.917571,1
444,1,73,17.06899012,104.992311,1518.747945,0
445,2,27,10.8600084,164.978458,1932.20577,1
446,1,56,16.48065356,240.114868,1886.312286,1
447,6,19,10.85041661,124.960655,1738.71901,0
448,1,56,4.85576672,127.442069,1060.026737,1
449,2,83,1.715329149,169.992756,250.9270047,0
450,3,84,21.71097206,169.992756,1916.832871,0
451,0,62,3.470685398,179.979358,573.9920618,0
452,0,67,1.914386255,134.950905,272.9823095,0
453,1,21,9.16272705,192.440432,1233.975771,0
454,2,31,7.457173484,172.440432,1552.772876,0
455,2,25,4.991605214,212.669463,1259.735294,1
456,0,60,10.5903229,175.133074,1287.821218,1
457,6,84,14.68216127,159.965008,1516.667438,0
458,1,36,5.440398012,112.484375,589.9932647,0
459,0,87,11.92300936,179.965581,1021.482609,0
460,2,80,9.461939857,252.62403,1267.634616,1
461,0,34,13.90000955,95.005709,1266.503765,0
462,4,39,13.99579075,240.114868,1877.852717,1
463,8,42,13.44056701,105.010962,1541.134986,0
464,4,36,3.179043613,182.45383,744.2470872,0
465,0,18,14.58066686,149.944668,2023.519366,1
466,0,66,17.24908083,144.960655,1428.427469,0
467,3,20,2.760467902,187.609354,1283.253595,1
468,0,73,20.04140358,129.962093,2256.776479,0
469,0,83,8.001673351,129.976324,955.0876357,0
470,2,67,1.092219692,192.440432,499.7170655,1
471,2,62,14.68600159,172.44408,1562.32774,1
472,2,34,4.135515169,117.485813,776.4780765,0
473,2,28,9.086633107,159.965008,1118.646915,0
474,2,26,9.493585403,167.484705,1781.692875,1
475,2,82,5.372758028,129.962093,1086.92093,1
476,1,59,13.82188875,139.981577,1551.398147,0
477,6,46,2.598489694,124.97808,573.751474,0
478,1,44,12.9401487,255.137219,1794.116848,1
479,4,56,4.957713222,230.105118,1103.594576,0
480,10,32,28.79864005,182.460772,3143.245184,0
481,2,50,7.176411327,255.155493,1381.802291,1
482,7,53,5.709925704,172.457857,1091.10126,0
483,1,84,3.956375328,137.483594,891.9472856,0
484,5,33,1.033067819,167.456419,538.1168657,1
485,3,29,2.206152519,127.495766,497.9042695,0
486,7,87,3.820262172,287.642733,1115.476658,1
487,3,34,2.640977982,167.456419,522.7315686,1
488,3,34,5.622660986,164.988941,961.5888385,0
489,1,28,1.634394387,242.632554,883.9008134,1
490,2,68,2.012075635,130.006414,565.3167155,1
491,0,26,10.06913982,257.63748,2062.605873,1
492,0,61,6.935335786,129.977753,1197.080651,0
493,4,79,15.56741347,232.622804,1972.725118,0
494,1,49,12.75071284,182.467607,1427.321538,0
495,3,85,8.573785357,220.132293,1218.124487,1
496,0,25,13.86188691,252.637807,1874.789062,1
497,0,19,10.77929667,142.452604,1806.007164,1
498,0,28,16.88097916,94.972827,1939.600904,0
499,0,86,16.92163398,210.105118,2275.888923,1
500,0,54,11.91663193,92.455141,1372.385193,0
501,2,28,2.81822785,194.969934,785.6266383,1
502,2,25,5.100566529,129.977753,1226.343895,0
503,4,81,4.806882153,242.628057,1047.361909,1
504,2,89,5.658327457,197.48762,893.5446642,1
505,0,62,2.649525158,242.610632,1210.047397,1
506,1,31,18.76976086,139.934918,2329.912456,0
507,3,48,13.04542381,112.455141,1163.407505,0
508,1,22,1.534192133,182.490006,736.9303356,1
509,0,22,9.039309605,149.988989,1134.880009,0
510,2,20,10.15330548,107.495766,1561.294194,0
511,1,58,8.792119046,92.455141,1216.325478,0
512,0,81,1.542556879,225.145743,1192.502878,1
513,0,26,13.65776694,232.62403,2140.402985,1
514,0,89,5.165404738,207.638588,867.2394016,1
515,1,59,13.17859958,175.133074,1581.016214,1
516,0,75,1.557206083,242.628057,724.6774743,1
517,5,35,7.226076469,184.964681,1123.971139,0
518,1,28,20.91720893,182.443347,2633.809472,0
519,3,48,7.228526307,117.485813,967.7426094,1
520,1,29,20.43854626,139.99789,2101.344074,0
521,0,62,2.915827364,149.937833,862.3199149,1
522,1,43,9.709171662,157.469817,921.1401066,0
523,0,66,1.939549257,152.510442,752.1641496,0
524,3,56,1.502124145,139.99789,522.7806578,1
525,0,73,1.906368477,139.951231,736.161108,1
526,4,21,15.60605339,117.439154,2148.889242,1
527,1,48,2.084396413,235.137219,1304.999684,1
528,0,82,1.781895205,149.977753,292.4731737,0
529,0,22,2.050742411,149.991327,655.3814577,1
530,3,34,2.447649309,149.97755,660.0908173,0
531,2,56,10.81997919,172.456745,1655.780173,0
532,2,25,8.650238791,137.439154,1090.76661,1
533,0,44,8.878536605,197.494455,1136.118286,0
534,1,59,2.359067126,204.961033,673.2665835,0
535,0,63,6.811759674,162.482694,831.1303039,0
536,1,76,5.207179461,159.964152,729.541703,1
537,4,41,9.450195459,169.974105,1163.701618,0
538,4,25,10.6312597,129.959755,1720.167182,0
539,1,40,3.564836875,119.989722,626.5880936,0
540,0,77,1.815836226,179.947583,369.7619068,0
541,4,20,8.932053699,167.456419,1197.180331,0
542,0,53,7.349620762,240.114868,1164.240281,1
543,0,36,14.71424943,194.976769,1651.424177,1
544,0,86,7.073151031,245.146969,1489.301457,1
545,1,59,1.597765127,139.987503,775.0343206,0
546,3,26,8.054118994,197.483972,1808.311421,1
547,3,61,14.96135055,190.173699,1942.452213,0
548,3,27,22.76986341,197.470195,2847.700412,1
549,2,53,2.519975147,149.974105,908.4356314,1
550,1,32,5.915247686,204.979684,973.4512833,1
551,0,60,7.793733508,152.502178,1097.703155,0
552,3,25,20.44846104,225.131966,2936.746847,1
553,3,52,10.40161068,202.636202,1883.962411,1
554,10,32,11.40192641,127.460067,1808.501398,0
555,1,88,7.604093453,162.482694,844.8711719,0
556,0,59,12.85397739,104.962874,1215.114995,0
